Ссылка на товар	Ссылка на картинку	Хлебные крошки	Название	Артикул	Цена	Оффер для цены	Описание
https://goldapple.ru/26072600001-shantung	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/802624760826920d184d0bbd0b0d0bad0bed0bd_qtogjdyaqiot5ckx.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	ETRO shantung	26072600001	11 700 ₽	 	Тонкое лезвие света пронзает васильковый рассвет. Сверкающий луч восходящего над горизонтом солнца окрашивает небо розовым светом молодых бутонов, чьи лепестки раскрываются, наполняя воздух своим пьянящим ароматом. роза подчеркивает неземную и беззаботную женственность.
https://goldapple.ru/17104-musk	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/8026247003156_1_qplobrr3zwxagsku.jpg	Главная/для мужчин/парфюмерия/нишевая парфюмерия	ETRO musk	26070100031	9 200 ₽	 	Туалетная вода Etro Musk наполняет глубокой мускусной страстью, проникновенной древесной чувственностью и вибрационной цветочной всепоглощающей энергией. Парфюм Musk создают красивые верхние ноты игривой вербены, утончённого бергамота и сочного, слегка горьковатого грейпфрута. В сердце аромата дышит влажной прохладой утреннего пробуждения утончённый сандал, величественный кедр и гваяковое дерево. А безупречный индийский сандал и пряный оттенок мускуса привносят в запах от итальянского бренда Etro бесподобную, раскрывающуюся с каждым новым глотком вдоха, невероятную чувственность и восхищение. Туалетная вода прекрасно подойдёт представителям обоих полов.
https://goldapple.ru/17105-patchouly	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/8026247603028_1_2hn3exhs9cqiofqg.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	ETRO patchouly	26070100026	9 900 ₽	 	Туалетная вода Etro Patchouly – это роскошная ориентальная композиция, которая приятно раскрывает всю красоту восточно-древесного загадочного и неповторимого арома-унисекс. Уверенное дерзновенное сочетание бергамота, артемизии и сочного, отдающего невероятной свежестью, апельсина, в великолепном парфюме от итальянской компании Etro, выливается яркой, фееричной вспышкой страсти, где откровенно прослушивается звучание уверенного и надёжного кипариса, сладкой амбры, восхитительной пачули, бесподобной ванили, слегка отрезвляющей мяты и будоражащего мускуса. А великолепные оттенки сандала, розы и герани, делают композицию Patchouly абсолютно завершённой и характерной.
https://goldapple.ru/26072500001-io-myself	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/8026247603240_1_ulnwnhc9w9vdo8yx.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	ETRO io myself	26072500001	11 700 ₽	 	Утонченный аромат, создан и для Него, и для Нее, соединяет в себе химию эфирных масел и мифологию. Мужчина с чувственной душой, стремящийся к самосовершенствованию самого себя, который отражает достоинство и глубину нежной женской части. Теплые, мягкие и уютные обертоны передают чувство защиты.
https://goldapple.ru/7010900003-intuition	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/6/b/6bd8d0fe5b8926752779c8bcd16b1ab4.jpg	Главная/парфюмерия/женские ароматы	ESTÉE LAUDER intuition	7010900003	3 395 ₽	Со скидкой 50%	Парфюмерная вода Esteе Lauder Intuition олицетворяет собой внутренний голос, который присущ каждой женщине – интуицию. Начальный восхитительный букет раскрывается тёплой и чувственной ноткой амбры, застывшая капля которой находится внутри флакона парфюмерной воды. Сияющий восточный аромат, насыщенный запахами мандарина, бергамота и грейпфрута поможет вам пробудить ваши чувства, а шлейф из амбры оставит у других незабываемое впечатление о вас. Мягкий древесный аромат от Esteе Lauder станет идеальным дополнением к любому образу. Intuition – это воплощение настоящих эмоций любой женщины 21 века, которая не боится не боится прислушиваться к своим чувствам.
https://goldapple.ru/7011200004-white-linen	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/0/2/027131020424_1_xjbibdv26flgrylu.jpg	Главная/парфюмерия/женские ароматы	ESTÉE LAUDER white linen	7011200004	7 590 ₽	 	Парфюмерная вода Esteе Lauder White Linen, благодаря своему современному классическому аромату, идеально подойдёт для любого времени года. Она будоражит воображение образами прохлады белых цветов и свежести зелени. Цветочный свежий аромат парфюмерной воды ярко раскрывается благодаря нотам болгарской розы, жасмина и ландыша, а прохладные аккорды ветивера и мха придают особой пикантности. Чистый запах White Linen поражает именно своей простотой и лёгкостью, благодаря которым помогает расслабиться и поднимает настроение. Этот аромат от Esteе Lauder подойдёт женщинам, которые ценят комфорт и покой, ведь даже его название напоминает нам о символе чистоты и свежести.
https://goldapple.ru/7013900001-estee	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/887167095885_1_35ncj7vvm7mluin4.jpg	Главная/парфюмерия/женские ароматы	ESTÉE LAUDER estee	7013900001	3 295 ₽	Со скидкой 50%	Парфюмерная вода Esteе Lauder Esteе - классический цветочный аромат с нежной основой, в которую входят базовые ноты, такие как белый кедр, кашмирское дерево и муксус. У этой парфюмерной воды высокий уровень стойкости, запах не выветривается на протяжении всего дня. Шлейф Esteе длинный и ярко выраженный, аромат моментально заполняет комнату. Средние ноты - болгарская роза, жасмин, розовые лепестки и гардения подчеркнут вашу яркую индивидуальность и чарующую женственность. Верхние ноты парфюма Esteе Lauder, например лотос, смородиновый лист и розовый перец, придают ему свежести и броскости.
https://goldapple.ru/82667-the-golden-secret#sku=81101600001	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/4/8411061946671_1_5wvjuoaphgq19awa.jpg	Главная	ANTONIO BANDERAS the golden secret	81101600001	845 ₽	Со скидкой 50%	Туалетная вода Antonio Banderas The Golden Secret — это истинно женский аромат, относящийся к группе древесных. The Golden Secret для женщин раскрывает в себе совершенно противоположные оттенки запахов. Он сочетает в себе фруктово-ягодный букет, а продолжая открываться, Antonio Banderas приобретает ненавязчивый цветочный аромат. В заключении, тело обладательницы этой туалетной воды обволакивается нежным ванильным шлейфом с нотками мускуса и пачули. Удивительная контрастность и разносторонность парфюма привлекает тех, кто является настоящим ценителем элегантности.
https://goldapple.ru/82667-the-golden-secret	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/4/8411061946671_1_5wvjuoaphgq19awa.jpg	Главная	ANTONIO BANDERAS the golden secret	81101600002	1 170 ₽	Со скидкой 50%	Туалетная вода Antonio Banderas The Golden Secret — это истинно женский аромат, относящийся к группе древесных. The Golden Secret для женщин раскрывает в себе совершенно противоположные оттенки запахов. Он сочетает в себе фруктово-ягодный букет, а продолжая открываться, Antonio Banderas приобретает ненавязчивый цветочный аромат. В заключении, тело обладательницы этой туалетной воды обволакивается нежным ванильным шлейфом с нотками мускуса и пачули. Удивительная контрастность и разносторонность парфюма привлекает тех, кто является настоящим ценителем элегантности.
https://goldapple.ru/50244-bois-d-hiver	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3770004085019_1_1vmqkjrgoppkcgxp.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	EX NIHILO bois d’hiver	82810100002	33 500 ₽	 	«Удар кулака в бархатной перчатке». Изящно балансируя между силой и мягкостью, ароматBoisD`Hiverсимволизирует истинный «парижский» стиль с древесно-амбровыми сердечными нотами, элегантно переходящими в мускусное послевкусие. Темпераментный, контрастный и динамичный аромат современного города
https://goldapple.ru/91601-balenciaga-paris	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3607342021358_1.jpg	Главная	BALENCIAGA balenciaga paris	26690100001	7 440 ₽	 	Парфюмерная вода Balenciaga Paris от бренда BALENCIAGA – сочетание прохладной свежести, солнечного тепла и сладости распустившихся бутонов в весеннем саду. За внешней легкостью аромата сокрыта невероятная глубина эмоций, пробуждающая жажду жизни. Композиция предназначается роскошной женщине, отличающейся природной харизмой и обаянием. Ее невозможно не заметить – лаконичный образ haute couture, лучезарный взгляд и игриво развевающиеся локоны. Изысканная композиция Balenciaga Paris от BALENCIAGA появилась в продаже в 2010 году. Создатель аромата – всемирно известный парфюмер Olivier Polge.
https://goldapple.ru/40741-dia-woman	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/0/701666300083_1_ijyrnzdhlmchb5lc.jpg	Главная	AMOUAGE dia woman	26010600009	33 500 ₽	 	Парфюмерный дом Amouage создал уникальный аромат Dia, который призван внести ноты утонченности бергамота и инжира, теплоту аромата цветов персикового дерева, нежную сладость ванили и глубину аромата сандала в Ваш безукоризненный стиль. Dia Woman – поистине элегантный аромат, созданный великим парфюмером Жан-Клодом Эллена для настоящей леди..
https://goldapple.ru/40754-journey-woman	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/0/701666317128_1_he5wspm8zsmxyipj.jpg	Главная	AMOUAGE journey woman	26013900001	33 500 ₽	 	Journey woman – словно солнечный и теплый , цветущий сад. Магическое звучание Османтуса , погружает нас в цветочно-фруктовое счастье, продолжаясь солнечным медовым звучанием , ноты кожи и дымного табака создавая интригу, словно погружают в мелодию вечернего сада.
https://goldapple.ru/26010700003-sunshine-woman	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/0/701666261001_1_v0pf58x8r4ngbb8v.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	AMOUAGE sunshine woman	26010700003	34 510 ₽	 	Парфюмерная вода Amouage Sunshine Woman обладает летним солнечным ароматом. Верхние нотки Sunshine Woman представлены удивительной сладко-терпкой композицией из черной смородины, миндаля и полыни. Сердечные аккорды парфюма от Amouage сформированы из букета элегантных белоснежных цветов: османтус, жасмин, магнолия. Шлейф парфюмерной воды соткан из папируса и благородного табака, которые оттеняют горьковатый пачули и смолянистый можжевельник.
https://goldapple.ru/40771-reflection-woman	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/0/701666311171_1_cgapqfihtmdjmavl.jpg	Главная	AMOUAGE reflection woman	26011600011	33 500 ₽	 	Аромат создан для творческой натуры, склонной к самопознанию, способствует раскрытию внутреннего творческого потенциала личности, дарит великую творческую активность в сочетании с глубоким душевным умиротворением.
https://goldapple.ru/50245-fleur-narcotique	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/f/4f16b5667543063d7294f66d9988ef1e.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	EX NIHILO fleur narcotique	82810200001	27 200 ₽	 	«Цветочная передозировка». Аромат-воплощение современной женщины, загадочной и соблазнительной. Окутывающий и необычный цветочный аромат, яркий взрыв насыщенных нот с чувственным шлейфом пиона и древесных оттенков. Это воплощение экзотического цветка, беззаботного и рокового одновременно.
https://goldapple.ru/50246-cologne-352	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/6/463028a68d0876b429590fa981698c49.jpg	Главная/парфюмерия/нишевая парфюмерия/женская парфюмерия	EX NIHILO cologne 352	82810300002	33 500 ₽	 	«Утренняя прогулка в саду Тюильри». Ольфакторное воплощение бутика бренда на улице St- Honoré, 352. Неожиданная и деликатная интерпретация аромата «второй кожи». Искрящийся и энергичный аромат, который заставит вас проснуться!
https://goldapple.ru/10014-3156800016-superstay-matte-ink	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3600531605667_1_fx441tbq7zlhn1o8.jpg	Главная	MAYBELLINE NEW YORK superstay matte ink	3156800046	329 ₽	Со скидкой 40%	Новые смелые оттенки в популярнейшей серии Matte Ink коллекция Pinks. Удобный аппликатор обеспечивает самое точное и простое нанесение. Модные розовые оттенки и стойкий матовый цвет!
https://goldapple.ru/100155-19000008491-mattrix	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/6/4602006313267_1_4tcnr4iyuzs3cnqx.jpg	Главная/макияж/Губы/Губная помада	INFLUENCE BEAUTY mattrix	19000008491	655 ₽	 	Матовая помада еще никогда не была такой безупречной! Современные микропигменты делают текстуру матовой помады невероятно легкой, обеспечивают насыщенный цвет и стойкость на весь день. Удобная форма аппликатора без труда поможет вам создать идеально ровный контур губ. Благодаря технологии EffortlessMatte текстура помады такая легкая, невесомая и комфортная, но при этом восхитительно стойкая и яркая! Для идеального контура используйте помаду в паре с карандашом для губ.
https://goldapple.ru/14074400010-classic-horror-liquid-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/7/871923003443_1_sr5r3fstfut5xxnq.jpg	Главная/макияж/Губы/Губная помада	LASPLASH COSMETICS classic horror liquid lipstick	14074400010	1 236 ₽	Со скидкой 20%	Жидкая матовая помада LASplash cosmetics из коллекции Classic Horror 3D, посвященной культовым фильмам ужасов, заставит вас кричать от восторга. Уникальные оттенки помогут создать смелый макияж губ с безупречным матовым финишем. Благодаря высокой стойкости помады вы можете не бояться, что цвет быстро потеряет яркость.
https://goldapple.ru/11380-14074400015-classic-horror-liquid-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/7/871923003436_1_t05fvna4kiqfwgnq.jpg	Главная/макияж/Губы/Губная помада	LASPLASH COSMETICS classic horror liquid lipstick	14074400015	1 236 ₽	Со скидкой 20%	Жидкая матовая помада LASplash cosmetics из коллекции Classic Horror 3D, посвященной культовым фильмам ужасов, заставит вас кричать от восторга. Уникальные оттенки помогут создать смелый макияж губ с безупречным матовым финишем. Благодаря высокой стойкости помады вы можете не бояться, что цвет быстро потеряет яркость.
https://goldapple.ru/100155-19000008509-influence	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/6/4602006314097_1_axnrzcrkwdg03zdr.jpg	Главная/макияж/Губы/Губная помада	INFLUENCE BEAUTY influence	19000008509	524 ₽	 	Классическая помада в новом прочтении. Сочетает в себе лучшие качества помады-стика, которые так хотят видеть девушки. Полупрозрачный корпус, через который виден механизм, делает помаду украшением вашего туалетного столика. Помада с инновационной формулой Conjunction Mix сочетает в себе полуматовый финиш, стойкость, увлажнение, разглаживающую кожу нежную текстуру, высокую пигментацию и равномерное нанесение с первого прикосновения.
https://goldapple.ru/10561-19000008957-lip-lingerie-xxl	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/800897004125_1_vwg37elz3okritgg.jpg	Главная/макияж/Губы/Губная помада	NYX PROFESSIONAL MAKEUP lip lingerie xxl	19000008957	950 ₽	 	Представляем Lip Lingerie XXL, стойкую жидкую губную помаду нового поколения! Эта сенсационная помада придает насыщенный матовый цвет, мягко ложится на губы и подчеркивает их естественную форму, создавая эффект пухлых губ! Не трескается, не тускнеет, не смазывается до 16 часов! Как и твоё любимое белье, эта жидкая помада не ощущается в течение всего дня. Помада Lip Lingerie XXL не содержит ингредиентов животного происхождения.
https://goldapple.ru/10011-19000007627-lip-power	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614272649255_1_xnrtrtyodhgpits3.jpg	Главная/макияж/Губы/Губная помада	GIORGIO ARMANI lip power	19000007627	3 290 ₽	 	Помада LIP POWER — это долгожданный компромисс между стойкостью и комфортом, которого удалось достичь благодаря особой запатентованной технологии на основе двух не смешивающихся друг с другом масел. Масло, благодаря которому эта помада создает шелковистое покрытие, действует как защитный бальзам, предотвращая появление на губах неприятного ощущения стянутости. А стойкость обеспечивает полулетучее масло, которое испаряется в 100 раз медленнее, чем обычные косметические масла для помад. В результате помада LIP POWER гарантирует комфортное покрытие в течение всего дня. В основе формулы LIP POWER — чистые пигменты, смешанные с суперэффективным диспергирующим агентом. Это помогает получить насыщенный цвет помады. Технология испарения полулетучего растворителя позволяет достичь уникальной концентрации пигмента и получить красивые чистые оттенки. Благодаря сочетанию масел цвет помады LIP POWER остается насыщенным и ярким — он не тускнеет в течение 8 часов. «Lip Power — это новый взгляд на классическую губную помаду. Идея создания помады, которая долго держится, обладает ярким насыщенным цветом и при этом комфортна на губах, кажется противоречивой. Но благодаря новейшим технологиям применения пигментов, воска и масла новая помада Armani — именно такая» - Международный визажист Giorgio Armani Линда Кантелло
https://goldapple.ru/12147-19000003017-aqua-mousse-tint	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/8809506701709_1_rjbppuupx6ttvt3f.jpg	Главная	DARLING* velvet water	19000003017	632 ₽	Со скидкой 20%	Я твой КЛАССНЫЙ тинт для губ с эффектом КУШОНА и ШЕЛКОВЫМ финишем. Бархатная текстура с инновационной гелево-пудровой формулой обеспечивает суперстойкость, но сохраняет увлажненность кожи губ и предотвращает ощущение сухости. Твои губы не останутся незамеченными, привлекательность их натуральной красоты подарит тебе самые нежные поцелуи.
https://goldapple.ru/10014-3161800011-hydra-extreme	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3600531547240_1_fcmjt6bqvq0eutwd.jpg	Главная/макияж/Губы/Губная помада	MAYBELLINE NEW YORK hydra extreme	3161800011	195 ₽	Со скидкой 25%	Матовая помада для губ Maybelline Hydra Extreme предлагает обширный набор оттенков, сохранение естественности и мягкости губ. Инновационный комплекс эффективно объединяет в себе питательные, защитные и увлажняющие составляющие. Hydra Extreme дарит глубокое питание. Гелевая формула матовой помады для губ от Maybelline блокирует ультрафиолетовое излучение, исключает риск появления морщинок и пигментации, борется с эффектами фотостарения. 8 насыщенных ярких оттенков позволяют подобрать лучший вариант под стиль и настроение.
https://goldapple.ru/10019-19000004622-baume-a-levres	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614227749993_1_4jlusmphtvofbs4e.jpg	Главная/макияж/Губы/Губная помада	GUCCI baume à lèvres	19000004622	3 450 ₽	 	В представлении Алессандро Микеле макияж – это манифест красоты. Макияж раскрывает характер и личность человека. Он не должен маскировать недостатки – напротив, макияж должен подчеркивать их, тем самым помогая истинной красоте проявиться. Свою новую коллекцию косметики Gucci начинает с губ. Помада – беспроигрышное оружие, обладающее невероятной силой преображения. Губная помада-бальзам Baume A Levres хорошо увлажняет, разглаживает и смягчает кожу губ, сохраняя длительное ощущение комфорта. Бальзам для губ представлен в изысканном футляре бирюзового цвета с золотым основанием.
https://goldapple.ru/12147-19000003019-wet-kiss-lip-fondue	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/8809506701723_1_evyprfvlmpbgt3fr.jpg	Главная	DARLING* wet kiss	19000003019	632 ₽	Со скидкой 20%	Я твой идеальный ПОЛУПРОЗРАЧНЫЙ блеск-фондю с мгновенным ЭФФЕКТОМ УВЕЛИЧЕНИЯ губ. Всего одно движение, и твои губы ощутят всю прелесть этой невесомой, тающей текстуры желе, которая смягчает их, не оставляя ощущения липкости. Ммм, yum-yum!
https://goldapple.ru/100067-19000004020-magkost-i-matovost	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/3/7340167005238_1_yqegcxkthwd0xwcj.jpg	Главная/макияж/Губы/Губная помада	LANDA BRANDA soft & matt	19000004020	305 ₽	Со скидкой 25%	Мягкая формула, комфортная на губах, стойкая и матовая. Элегантное решение для каждодневного макияжа. На губах выглядит выразительно и благородно. Помада-стик имеет нежную текстуру, которая превосходно ложится на кожу. Особая формула создана на основе природных пигментов. Она остается на губах обворожительным бархатным покрытием , ее цвет глубокий и насыщенный, поэтому визуально увеличивает губы и придает им роскошный вид. Помада держится в течение всего дня и сохраняет превосходный матовый оттенок, даже после чашечки кофе или ланча. Добавление в состав витамина Е и медового нектара обусловило ухаживающие свойства. Помада разглаживает кожу, оказывает смягчающее и питательное действие, борется со свободными радикалами для сохранения молодости
https://goldapple.ru/11248-99800100029-be-my-tint	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/8809340383406_1_4layztb36jlj08cr.jpg	Главная	YADAH be my tint	99800100029	409 ₽	Со скидкой 35%	Тинт YADAH придает губам насыщенный и стойкий цвет, который долго держится на коже благодаря водостойкой формуле. Тинт питает и увлажняет губы, не создавая ощущения липкости и жирности. Уход для нежной кожи дарят натуральные масла, среди которых – масло жожоба и масло подсолнечника. Удобный аппликатор делает нанесение и распределение средства простым и приятным.
https://goldapple.ru/10024-14080000003-vernis-a-levres-water-stain	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614272559530_1_ff1unu3wrmexmn8q.jpg	Главная/макияж/Губы/Губная помада	YVES SAINT LAURENT vernis a levres water stain	14080000008	1 560 ₽	Со скидкой 50%	Блеск для губ Yves Saint Laurent Vernis a Levres Water Stain имеет легкую текстуру, которая не оставляет дискомфортного чувства липкости. Аппликатор блеска Vernis a Levres Water Stain тщательно прорисовывает контур, придавая губам роскошный объем. Для нежного сияния достаточно нанести один слой блеска, для насыщенного цвета советуем нанести блеск в несколько слоев.
https://goldapple.ru/10763-24946100027-vice-lip-chemistry	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3605972042880_1_s2y8odok1row3exq.jpg	Главная/макияж/Губы/Губная помада	URBAN DECAY vice lip chemistry	24946100027	2 090 ₽	 	Лучшее, что случалось с твоими губами. 12 насыщенных оттенков, подстраивающихся под именно твой цветотип кожи. Ультраглянцевый финиш. Не отпечатывается и не меняет оттенок. Держится на губах в течение всего дня. Без эффекта липкости. Формула тинта увлажняет губы, адаптируясь под естественный pH-баланс кожи. Веган-формула: не содержит ингредиенты животного происхождения.
https://goldapple.ru/10934-25250100009-sexy-lipstick-pen	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/6/4640047021055_1_qbitkvzguwucmvtw.jpg	Главная	ROMANOVAMAKEUP sexy lipstick pen	25250100009	1 176 ₽	Со скидкой 20%	Помада-карандаш для губ Romanovamakeup Sexy Lipstick Pen обладает мягкой нежной текстурой. Специалисты Romanovamakeup создали поистине универсальный оттенок с насыщенным пигментом, который подойдет для девушек разного типажа. Sexy Lipstick Pen создает матовый эффект. Отличается повышенной стойкостью, что сохраняет яркость помады-карандаша на губах даже после нескольких приемах пищи. Не сушит кожу.
https://goldapple.ru/10032-19000010450-love-me-liquid-lipcolour	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/7/773602599950_1_s5owxbq3ybzb7j2j.jpg	Главная/макияж/Губы/Губная помада	MAC love me liquid lipcolour	19000010450	1 632 ₽	Со скидкой 20%	Поддайся искушению влюбиться в невероятно насыщенную жидкую увлажняющую помаду с легкой текстурой и роскошным атласным финишем. Комфортная питательная формула содержит наш запатентованный комплекс TLC Lip Complex, который ухаживает за кожей губ и наполняет ее влагой, а также мощный комплекс из масел кокоса, аргана и ши, карнаубского воска и экстрактов ячменя и огурца. Кроме того, наша эксклюзивная технология ColourCling наделяет формулу свойствами новейших полимеров, благодаря которым помада сохраняет стойкость и не скатывается в течение 12 часов. Уникальный гибкий аппликатор с заостренным кончиком позволяет легко и равномерно распределить жидкую помаду на губах. В помаду Love Me влюбляются только взаимно.
https://goldapple.ru/10013-19000003742-pure-color-illuminating-shine-sheer-shine-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/887167519176_120_r2o1tjqsp5g9tweh.jpg	Главная/макияж/Губы/Губная помада	ESTÉE LAUDER pure color illuminating shine sheer shine lipstick	19000003742	2 990 ₽	 	Вы блистательны. Покоряйте мир своей энергией и силой! Супер глянец. Супер сексуальность. Невероятно гламурный образ и ухоженные увлажненные губы. 100% женщин отметили, что кожа губ мгновенно более увлажненная*. Комплекс увлажняющих ингредиентов дарит легкое и равномерное нанесение. Ультракомфортная текстура кажется восхитительно невесомой и при этом интенсивно ухаживает за кожей. Мгновенно наполняет кожу влагой, разглаживая ее, сокращая сухие морщинки и устраняя шелушение. Тонкая помада для еще более удобного нанесения и скульптурирования губ цветом и сиянием. КЛЮЧЕВЫЕ ИНГРЕДИЕНТЫ: Формула содержит комплекс ухаживающих ингредиентов, которые помогают поддерживать кожу губ увлажненной: • Гиалуроновая кислота • Церамиды • Триглицериды. * Клиническое исследование с участием 24 женщин, опрошенных сразу после использования продукта.
https://goldapple.ru/10001-19000003807-rouge-dior-velvet-star-edition	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/3/3348901580601_1_uupcdk817wwxh5hi.jpg	Главная/бренды/Dior/Макияж/Губы/Губные помады	DIOR rouge dior velvet star edition	19000003807	3 490 ₽	 	В 2021 году Dior создает лимитированный выпуск легендарной помады Rouge Dior Star Edition, посвящая его своей тесной связи с миром кино. Этот безупречный аксессуар Dior от кутюр воплощает в себе символичный красный цвет дома Dior. В этом лимитированном выпуске культовая помада Dior предстает в новых оттенках с вельветовым или металлическим финишами. Темно-синий флакон цвета ночного неба украшен гравировкой в виде звезд и кольцом сияющих кристалов: теперь бестселлер от Dior для макияжа губ смотрится роскошнее, чем когда бы то ни было. Инициалы CD с обеих сторон обрамляет серебристый ободок с легендарным рельефным мотивом каннажа от Dior. Сама помада также словно наполнена лучами света и украшена гравировкой в виде россыпи счастливых звезд Christian Dior. Свет отражается бесконечно, мерцая и сверкая во всех направлениях, как намек на прожектор красной ковровой дорожки.
https://goldapple.ru/10024-14062500054-rouge-volupte-shine	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614272333253_1_n8cuirdwbhdwbxjb.jpg	Главная	YVES SAINT LAURENT rouge volupte shine	14062500056	1 560 ₽	Со скидкой 50%	Представляем помаду для губ Rouge Volupté Shine. Очарование соблазнительного цвета манит, сияние притягивает взгляды, а приятные ощущения от помады не оставят вас равнодушной. Губы остаются увлажнёнными до 8 часов, благодаря микрочастицам гиалуроновой кислоты в составе. Антиоксиданты и ухаживающие средства смягчают кожу губ и ухаживают за ней.
https://goldapple.ru/10019-19000004713-rouge-de-beaute-brillant	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614228844857_1_hiqgwd93ixulrtjk.jpg	Главная/макияж/Губы/Губная помада	GUCCI rouge de beauté brillant	19000004713	3 450 ₽	 	Схожая по свойствам с бальзамом для губ, губная помада Gucci Rouge De Beauté Brillant глубоко увлажняет кожу в течение всего дня, при этом не теряя насыщенности цвета и мерцания. Благодаря составу с питательными и антиоксидантными компонентами Rouge De Beauté Brillant имеет свойства, характерные как для полупрозрачного блеска, так и для губной помады с сатиновым эффектом. Кремовая текстура подчеркивает и сохраняет естественную красоту кожи губ, придавая им идеальный объем и соблазнительную форму.
https://goldapple.ru/12069-19760344086-cream-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/6/4627165092730_1_ooohjfyignmo2xdn.jpg	Главная/макияж/Губы/Губная помада	VERA cream lipstick	19760344086	1 120 ₽	Со скидкой 20%	Кремовая помада с атласным финишем CREAM LIPSTICK — абсолютный бестселлер VERA by Vera Brezhneva! Безупречную текстуру помады можно сравнить с роскошной шелковистой тканью — мягкий деликатный блеск с легким сиянием без бликов. Такой эффект достигается за счет кремовой консистенции. Нанесенная на губы, она покрывает их плотным насыщенным цветом и при этом почти не ощущается на губах. Ее комфортная текстура позволяет равномерно нанести пигмент и делает губы мягкими и увлажненными. Специальные полимеры Flex-Form образуют 3D-сетку, не давая цвету размываться, а очищенные эфиры смягчают и дарят ощущение бархатистости.
